time,gFx,gFy,gFz,TgF
06:33:54:4,-0.1806,0.7138,-0.3854,0.83
06:33:54:4,-0.1806,0.7138,-0.3854,0.83
06:33:54:4,-0.1806,0.7138,-0.3834,0.83
06:33:54:4,-0.1806,0.7138,-0.3834,0.83
06:33:54:4,-0.1806,0.7118,-0.3814,0.83
06:33:54:4,-0.1806,0.7118,-0.3834,0.83
06:33:54:4,-0.1806,0.7118,-0.3834,0.83
06:33:54:4,-0.1806,0.7118,-0.3814,0.83
06:33:54:4,-0.1806,0.7138,-0.3814,0.83
06:33:54:4,-0.1806,0.7118,-0.3834,0.83
06:33:54:4,-0.1806,0.7138,-0.3834,0.83
06:33:54:4,-0.1806,0.7158,-0.3814,0.83
06:33:54:4,-0.1806,0.7158,-0.3834,0.83
06:33:54:5,-0.1806,0.7158,-0.3834,0.83
06:33:54:5,-0.1806,0.7138,-0.3814,0.83
06:33:54:5,-0.1806,0.7138,-0.3814,0.83
06:33:54:5,-0.1806,0.7138,-0.3814,0.83
06:33:54:5,-0.1806,0.7138,-0.3814,0.83
06:33:54:5,-0.1786,0.7138,-0.3814,0.83
06:33:54:5,-0.1786,0.7138,-0.3814,0.83
06:33:54:5,-0.1806,0.7138,-0.3814,0.83
06:33:54:5,-0.1806,0.7118,-0.3814,0.83
06:33:54:5,-0.1806,0.7138,-0.3814,0.83
06:33:54:5,-0.1806,0.7138,-0.3814,0.83
06:33:54:5,-0.1786,0.7138,-0.3814,0.83
06:33:54:5,-0.1806,0.7158,-0.3834,0.83
06:33:54:5,-0.1806,0.7158,-0.3834,0.83
06:33:54:5,-0.1826,0.7178,-0.3834,0.83
06:33:54:5,-0.1806,0.7198,-0.3834,0.84
06:33:54:5,-0.1826,0.7238,-0.3814,0.84
06:33:54:5,-0.1806,0.7218,-0.3834,0.84
06:33:54:5,-0.1826,0.7218,-0.3834,0.84
06:33:54:5,-0.1806,0.7238,-0.3834,0.84
06:33:54:6,-0.1806,0.7218,-0.3834,0.84
06:33:54:6,-0.1806,0.7218,-0.3834,0.84
06:33:54:6,-0.1806,0.7218,-0.3834,0.84
06:33:54:6,-0.1806,0.7218,-0.3834,0.84
06:33:54:6,-0.1786,0.7218,-0.3834,0.84
06:33:54:6,-0.1786,0.7218,-0.3814,0.84
06:33:54:6,-0.1786,0.7218,-0.3814,0.84
06:33:54:6,-0.1786,0.7218,-0.3814,0.84
06:33:54:6,-0.1786,0.7218,-0.3814,0.84
06:33:54:6,-0.1786,0.7218,-0.3814,0.84
06:33:54:6,-0.1786,0.7218,-0.3814,0.84
06:33:54:6,-0.1766,0.7218,-0.3814,0.84
06:33:54:6,-0.1766,0.7198,-0.3814,0.83
06:33:54:6,-0.1746,0.7198,-0.3814,0.83
06:33:54:6,-0.1726,0.7178,-0.3814,0.83
06:33:54:6,-0.1706,0.7198,-0.3814,0.83
06:33:54:6,-0.1726,0.7198,-0.3814,0.83
06:33:54:6,-0.1706,0.7178,-0.3814,0.83
06:33:54:6,-0.1706,0.7178,-0.3814,0.83
06:33:54:7,-0.1706,0.7158,-0.3814,0.83
06:33:54:7,-0.1706,0.7158,-0.3814,0.83
06:33:54:7,-0.1726,0.7158,-0.3814,0.83
06:33:54:7,-0.1706,0.7158,-0.3814,0.83
06:33:54:7,-0.1706,0.7158,-0.3814,0.83
06:33:54:7,-0.1706,0.7178,-0.3814,0.83
06:33:54:7,-0.1706,0.7198,-0.3814,0.83
06:33:54:7,-0.1706,0.7178,-0.3814,0.83
06:33:54:7,-0.1706,0.7178,-0.3814,0.83
06:33:54:7,-0.1706,0.7178,-0.3814,0.83
06:33:54:7,-0.1706,0.7178,-0.3814,0.83
06:33:54:7,-0.1706,0.7178,-0.3794,0.83
06:33:54:7,-0.1706,0.7178,-0.3814,0.83
06:33:54:7,-0.1686,0.7178,-0.3814,0.83
06:33:54:7,-0.1666,0.7178,-0.3814,0.83
06:33:54:7,-0.1666,0.7178,-0.3834,0.83
06:33:54:7,-0.1666,0.7198,-0.3834,0.83
06:33:54:7,-0.1666,0.7198,-0.3834,0.83
06:33:54:7,-0.1666,0.7198,-0.3834,0.83
06:33:54:7,-0.1666,0.7198,-0.3834,0.83
06:33:54:8,-0.1666,0.7218,-0.3834,0.83
06:33:54:8,-0.1686,0.7198,-0.3834,0.83
06:33:54:8,-0.1686,0.7198,-0.3834,0.83
06:33:54:8,-0.1686,0.7178,-0.3834,0.83
06:33:54:8,-0.1686,0.7178,-0.3834,0.83
06:33:54:8,-0.1686,0.7198,-0.3814,0.83
06:33:54:8,-0.1666,0.7178,-0.3814,0.83
06:33:54:8,-0.1666,0.7198,-0.3814,0.83
06:33:54:8,-0.1666,0.7178,-0.3814,0.83
06:33:54:8,-0.1666,0.7198,-0.3814,0.83
06:33:54:8,-0.1666,0.7198,-0.3814,0.83
06:33:54:8,-0.1666,0.7218,-0.3794,0.83
06:33:54:8,-0.1666,0.7218,-0.3794,0.83
06:33:54:8,-0.1686,0.7198,-0.3794,0.83
06:33:54:8,-0.1686,0.7198,-0.3794,0.83
06:33:54:8,-0.1706,0.7198,-0.3794,0.83
06:33:54:9,-0.1706,0.7198,-0.3814,0.83
06:33:54:9,-0.1706,0.7198,-0.3814,0.83
06:33:54:9,-0.1706,0.7178,-0.3814,0.83
06:33:54:9,-0.1706,0.7178,-0.3814,0.83
06:33:54:9,-0.1706,0.7178,-0.3834,0.83
06:33:54:9,-0.1726,0.7178,-0.3834,0.83
06:33:54:9,-0.1706,0.7178,-0.3834,0.83
06:33:54:9,-0.1686,0.7178,-0.3814,0.83
06:33:54:9,-0.1686,0.7178,-0.3814,0.83
06:33:54:9,-0.1686,0.7178,-0.3834,0.83
06:33:54:9,-0.1686,0.7198,-0.3834,0.83
06:33:54:9,-0.1686,0.7198,-0.3814,0.83
06:33:54:9,-0.1686,0.7198,-0.3814,0.83
06:33:54:9,-0.1686,0.7198,-0.3794,0.83
06:33:54:9,-0.1686,0.7198,-0.3794,0.83
06:33:54:9,-0.1706,0.7218,-0.3814,0.83
06:33:54:9,-0.1706,0.7218,-0.3814,0.83
06:33:54:9,-0.1706,0.7218,-0.3814,0.83
06:33:54:9,-0.1706,0.7218,-0.3814,0.83
06:33:54:9,-0.1706,0.7198,-0.3814,0.83
06:33:54:9,-0.1706,0.7198,-0.3814,0.83
06:33:54:9,-0.1706,0.7218,-0.3814,0.83
06:33:54:9,-0.1706,0.7218,-0.3834,0.83
06:33:54:9,-0.1706,0.7238,-0.3834,0.84
06:33:55:0,-0.1706,0.7238,-0.3814,0.84
06:33:55:0,-0.1706,0.7238,-0.3814,0.84
06:33:55:0,-0.1706,0.7238,-0.3814,0.84
06:33:55:0,-0.1706,0.7238,-0.3814,0.84
06:33:55:0,-0.1706,0.7278,-0.3814,0.84
06:33:55:0,-0.1706,0.7278,-0.3814,0.84
06:33:55:0,-0.1706,0.7278,-0.3814,0.84
06:33:55:0,-0.1706,0.7278,-0.3794,0.84
06:33:55:0,-0.1706,0.7258,-0.3774,0.84
06:33:55:0,-0.1706,0.7258,-0.3774,0.84
06:33:55:0,-0.1726,0.7258,-0.3774,0.84
06:33:55:0,-0.1706,0.7258,-0.3774,0.84
06:33:55:0,-0.1706,0.7258,-0.3774,0.84
06:33:55:0,-0.1686,0.7258,-0.3794,0.84
06:33:55:0,-0.1706,0.7258,-0.3774,0.84
06:33:55:0,-0.1686,0.7258,-0.3794,0.84
06:33:55:0,-0.1686,0.7258,-0.3794,0.84
06:33:55:0,-0.1666,0.7278,-0.3794,0.84
06:33:55:0,-0.1666,0.7298,-0.3794,0.84
06:33:55:0,-0.1686,0.7298,-0.3814,0.84
06:33:55:1,-0.1686,0.7298,-0.3814,0.84
06:33:55:1,-0.1686,0.7298,-0.3814,0.84
06:33:55:1,-0.1686,0.7278,-0.3814,0.84
06:33:55:1,-0.1706,0.7278,-0.3814,0.84
06:33:55:1,-0.1706,0.7278,-0.3814,0.84
06:33:55:1,-0.1726,0.7258,-0.3814,0.84
06:33:55:1,-0.1726,0.7238,-0.3814,0.84
06:33:55:1,-0.1726,0.7238,-0.3814,0.84
06:33:55:1,-0.1726,0.7238,-0.3814,0.84
06:33:55:1,-0.1726,0.7238,-0.3814,0.84
06:33:55:1,-0.1726,0.7238,-0.3794,0.84
06:33:55:1,-0.1726,0.7238,-0.3794,0.84
06:33:55:1,-0.1706,0.7258,-0.3814,0.84
06:33:55:1,-0.1706,0.7258,-0.3794,0.84
06:33:55:1,-0.1706,0.7258,-0.3794,0.84
06:33:55:1,-0.1706,0.7258,-0.3794,0.84
06:33:55:1,-0.1706,0.7238,-0.3794,0.83
06:33:55:2,-0.1706,0.7238,-0.3794,0.83
06:33:55:2,-0.1706,0.7258,-0.3794,0.84
06:33:55:2,-0.1706,0.7258,-0.3794,0.84
06:33:55:2,-0.1706,0.7238,-0.3774,0.83
06:33:55:2,-0.1706,0.7258,-0.3794,0.84
06:33:55:2,-0.1706,0.7258,-0.3794,0.84
06:33:55:2,-0.1706,0.7258,-0.3794,0.84
06:33:55:2,-0.1706,0.7258,-0.3794,0.84
06:33:55:2,-0.1706,0.7258,-0.3794,0.84
06:33:55:2,-0.1706,0.7258,-0.3814,0.84
06:33:55:2,-0.1686,0.7258,-0.3814,0.84
06:33:55:2,-0.1686,0.7238,-0.3814,0.84
06:33:55:2,-0.1686,0.7218,-0.3814,0.83
06:33:55:2,-0.1686,0.7198,-0.3814,0.83
06:33:55:2,-0.1686,0.7178,-0.3814,0.83
06:33:55:2,-0.1686,0.7178,-0.3814,0.83
06:33:55:2,-0.1686,0.7198,-0.3794,0.83
06:33:55:2,-0.1706,0.7198,-0.3794,0.83
06:33:55:2,-0.1706,0.7198,-0.3774,0.83
06:33:55:2,-0.1726,0.7218,-0.3754,0.83
06:33:55:2,-0.1726,0.7218,-0.3754,0.83
06:33:55:2,-0.1726,0.7218,-0.3754,0.83
06:33:55:2,-0.1726,0.7218,-0.3774,0.83
06:33:55:3,-0.1726,0.7238,-0.3754,0.83
06:33:55:3,-0.1726,0.7238,-0.3774,0.83
06:33:55:3,-0.1726,0.7238,-0.3754,0.83
06:33:55:3,-0.1726,0.7238,-0.3754,0.83
06:33:55:3,-0.1726,0.7238,-0.3774,0.83
06:33:55:3,-0.1726,0.7218,-0.3774,0.83
06:33:55:3,-0.1726,0.7218,-0.3754,0.83
06:33:55:3,-0.1706,0.7218,-0.3754,0.83
06:33:55:3,-0.1706,0.7218,-0.3774,0.83
06:33:55:3,-0.1706,0.7198,-0.3774,0.83
06:33:55:3,-0.1706,0.7198,-0.3774,0.83
06:33:55:3,-0.1706,0.7198,-0.3774,0.83
06:33:55:3,-0.1706,0.7198,-0.3774,0.83
06:33:55:3,-0.1686,0.7198,-0.3774,0.83
06:33:55:3,-0.1706,0.7198,-0.3794,0.83
06:33:55:3,-0.1706,0.7218,-0.3774,0.83
06:33:55:3,-0.1706,0.7198,-0.3794,0.83
06:33:55:3,-0.1706,0.7218,-0.3774,0.83
06:33:55:3,-0.1706,0.7218,-0.3774,0.83
06:33:55:4,-0.1706,0.7238,-0.3774,0.83
06:33:55:4,-0.1706,0.7218,-0.3794,0.83
06:33:55:4,-0.1706,0.7218,-0.3794,0.83
06:33:55:4,-0.1706,0.7218,-0.3774,0.83
06:33:55:4,-0.1706,0.7218,-0.3774,0.83
06:33:55:4,-0.1726,0.7238,-0.3774,0.83
06:33:55:4,-0.1706,0.7238,-0.3774,0.83
06:33:55:4,-0.1726,0.7238,-0.3774,0.83
06:33:55:4,-0.1746,0.7238,-0.3754,0.83
06:33:55:4,-0.1726,0.7238,-0.3754,0.83
06:33:55:4,-0.1726,0.7238,-0.3774,0.83
06:33:55:4,-0.1726,0.7218,-0.3774,0.83
06:33:55:4,-0.1726,0.7238,-0.3774,0.83
06:33:55:4,-0.1726,0.7218,-0.3794,0.83
06:33:55:4,-0.1726,0.7218,-0.3794,0.83
06:33:55:4,-0.1726,0.7218,-0.3794,0.83
06:33:55:4,-0.1706,0.7218,-0.3794,0.83
06:33:55:4,-0.1726,0.7218,-0.3794,0.83
06:33:55:4,-0.1726,0.7218,-0.3774,0.83
06:33:55:4,-0.1726,0.7218,-0.3774,0.83
06:33:55:5,-0.1706,0.7238,-0.3774,0.83
06:33:55:5,-0.1726,0.7238,-0.3774,0.83
06:33:55:5,-0.1726,0.7238,-0.3774,0.83
06:33:55:5,-0.1726,0.7238,-0.3774,0.83
06:33:55:5,-0.1726,0.7218,-0.3774,0.83
06:33:55:5,-0.1726,0.7218,-0.3754,0.83
06:33:55:5,-0.1726,0.7218,-0.3774,0.83
06:33:55:5,-0.1726,0.7238,-0.3774,0.83
06:33:55:5,-0.1746,0.7218,-0.3774,0.83
06:33:55:5,-0.1746,0.7218,-0.3774,0.83
06:33:55:5,-0.1746,0.7218,-0.3774,0.83
06:33:55:5,-0.1746,0.7218,-0.3774,0.83
06:33:55:5,-0.1746,0.7218,-0.3794,0.83
06:33:55:5,-0.1746,0.7218,-0.3794,0.83
06:33:55:5,-0.1746,0.7218,-0.3794,0.83
06:33:55:5,-0.1746,0.7198,-0.3794,0.83
06:33:55:5,-0.1746,0.7198,-0.3794,0.83
06:33:55:5,-0.1746,0.7198,-0.3794,0.83
06:33:55:5,-0.1746,0.7178,-0.3774,0.83
06:33:55:5,-0.1746,0.7178,-0.3794,0.83
06:33:55:6,-0.1746,0.7198,-0.3794,0.83
06:33:55:6,-0.1746,0.7198,-0.3774,0.83
06:33:55:6,-0.1726,0.7198,-0.3774,0.83
06:33:55:6,-0.1746,0.7198,-0.3774,0.83
06:33:55:6,-0.1746,0.7198,-0.3794,0.83
06:33:55:6,-0.1746,0.7198,-0.3794,0.83
06:33:55:6,-0.1746,0.7218,-0.3794,0.83
06:33:55:6,-0.1726,0.7218,-0.3794,0.83
06:33:55:6,-0.1726,0.7218,-0.3794,0.83
06:33:55:6,-0.1726,0.7218,-0.3794,0.83
06:33:55:6,-0.1726,0.7218,-0.3794,0.83
06:33:55:6,-0.1726,0.7218,-0.3814,0.83
06:33:55:6,-0.1706,0.7218,-0.3794,0.83
06:33:55:6,-0.1706,0.7218,-0.3814,0.83
06:33:55:6,-0.1706,0.7218,-0.3794,0.83
06:33:55:6,-0.1726,0.7218,-0.3794,0.83
06:33:55:6,-0.1746,0.7218,-0.3794,0.83
06:33:55:6,-0.1726,0.7218,-0.3774,0.83
06:33:55:6,-0.1746,0.7218,-0.3774,0.83
06:33:55:7,-0.1746,0.7238,-0.3774,0.83
06:33:55:7,-0.1746,0.7238,-0.3774,0.83
06:33:55:7,-0.1746,0.7238,-0.3754,0.83
06:33:55:7,-0.1726,0.7218,-0.3774,0.83
06:33:55:7,-0.1706,0.7218,-0.3774,0.83
06:33:55:7,-0.1706,0.7198,-0.3774,0.83
06:33:55:7,-0.1706,0.7218,-0.3774,0.83
06:33:55:7,-0.1706,0.7198,-0.3774,0.83
06:33:55:7,-0.1706,0.7198,-0.3774,0.83
06:33:55:7,-0.1686,0.7198,-0.3774,0.83
06:33:55:7,-0.1666,0.7218,-0.3774,0.83
06:33:55:7,-0.1686,0.7218,-0.3774,0.83
06:33:55:7,-0.1686,0.7218,-0.3774,0.83
06:33:55:7,-0.1686,0.7218,-0.3774,0.83
06:33:55:7,-0.1666,0.7198,-0.3774,0.83
06:33:55:7,-0.1686,0.7198,-0.3774,0.83
06:33:55:7,-0.1686,0.7198,-0.3794,0.83
06:33:55:7,-0.1686,0.7198,-0.3794,0.83
06:33:55:7,-0.1706,0.7198,-0.3794,0.83
06:33:55:8,-0.1686,0.7198,-0.3794,0.83
06:33:55:8,-0.1686,0.7198,-0.3794,0.83
06:33:55:8,-0.1706,0.7198,-0.3794,0.83
06:33:55:8,-0.1706,0.7198,-0.3774,0.83
06:33:55:8,-0.1706,0.7198,-0.3774,0.83
06:33:55:8,-0.1706,0.7198,-0.3774,0.83
06:33:55:8,-0.1706,0.7218,-0.3774,0.83
06:33:55:8,-0.1706,0.7198,-0.3774,0.83
06:33:55:8,-0.1706,0.7198,-0.3774,0.83
06:33:55:8,-0.1706,0.7198,-0.3774,0.83
06:33:55:8,-0.1706,0.7198,-0.3774,0.83
06:33:55:8,-0.1706,0.7198,-0.3794,0.83
06:33:55:8,-0.1706,0.7198,-0.3794,0.83
06:33:55:8,-0.1706,0.7218,-0.3774,0.83
06:33:55:8,-0.1706,0.7218,-0.3774,0.83
06:33:55:8,-0.1706,0.7218,-0.3774,0.83
06:33:55:8,-0.1706,0.7238,-0.3774,0.83
06:33:55:8,-0.1706,0.7238,-0.3774,0.83
06:33:55:8,-0.1706,0.7238,-0.3774,0.83
06:33:55:9,-0.1706,0.7218,-0.3774,0.83
06:33:55:9,-0.1706,0.7218,-0.3774,0.83
06:33:55:9,-0.1706,0.7218,-0.3794,0.83
06:33:55:9,-0.1706,0.7218,-0.3794,0.83
06:33:55:9,-0.1706,0.7198,-0.3794,0.83
06:33:55:9,-0.1706,0.7198,-0.3814,0.83
06:33:55:9,-0.1706,0.7198,-0.3814,0.83
06:33:55:9,-0.1706,0.7218,-0.3814,0.83
06:33:55:9,-0.1706,0.7218,-0.3794,0.83
06:33:55:9,-0.1706,0.7218,-0.3794,0.83
06:33:55:9,-0.1706,0.7218,-0.3794,0.83
06:33:55:9,-0.1706,0.7218,-0.3794,0.83
06:33:55:9,-0.1706,0.7218,-0.3794,0.83
06:33:55:9,-0.1706,0.7218,-0.3774,0.83
06:33:55:9,-0.1706,0.7218,-0.3774,0.83
06:33:55:9,-0.1706,0.7218,-0.3774,0.83
06:33:55:9,-0.1706,0.7218,-0.3774,0.83
06:33:55:9,-0.1706,0.7218,-0.3774,0.83
06:33:55:9,-0.1726,0.7198,-0.3774,0.83
06:33:55:9,-0.1706,0.7218,-0.3774,0.83
06:33:55:9,-0.1706,0.7198,-0.3774,0.83
06:33:56:0,-0.1726,0.7198,-0.3794,0.83
06:33:56:0,-0.1726,0.7218,-0.3794,0.83
06:33:56:0,-0.1746,0.7218,-0.3794,0.83
06:33:56:0,-0.1786,0.7218,-0.3794,0.83
06:33:56:0,-0.1766,0.7238,-0.3794,0.84
06:33:56:0,-0.1766,0.7238,-0.3794,0.84
06:33:56:0,-0.1766,0.7238,-0.3794,0.84
06:33:56:0,-0.1766,0.7278,-0.3774,0.84
06:33:56:0,-0.1766,0.7298,-0.3794,0.84
06:33:56:0,-0.1746,0.7278,-0.3774,0.84
06:33:56:0,-0.1746,0.7278,-0.3774,0.84
06:33:56:0,-0.1766,0.7278,-0.3774,0.84
06:33:56:0,-0.1766,0.7278,-0.3774,0.84
06:33:56:0,-0.1766,0.7258,-0.3794,0.84
06:33:56:0,-0.1766,0.7278,-0.3774,0.84
06:33:56:0,-0.1766,0.7258,-0.3774,0.84
06:33:56:0,-0.1766,0.7258,-0.3774,0.84
06:33:56:0,-0.1766,0.7278,-0.3794,0.84
06:33:56:0,-0.1766,0.7258,-0.3794,0.84
06:33:56:0,-0.1746,0.7238,-0.3814,0.84
06:33:56:0,-0.1746,0.7238,-0.3794,0.84
06:33:56:1,-0.1746,0.7238,-0.3794,0.84
06:33:56:1,-0.1746,0.7218,-0.3814,0.83
06:33:56:1,-0.1726,0.7218,-0.3814,0.83
06:33:56:1,-0.1726,0.7178,-0.3794,0.83
06:33:56:1,-0.1746,0.7158,-0.3794,0.83
06:33:56:1,-0.1746,0.7158,-0.3794,0.83
06:33:56:1,-0.1746,0.7158,-0.3794,0.83
06:33:56:1,-0.1746,0.7158,-0.3774,0.83
06:33:56:1,-0.1746,0.7158,-0.3794,0.83
06:33:56:1,-0.1746,0.7178,-0.3774,0.83
06:33:56:1,-0.1746,0.7178,-0.3774,0.83
06:33:56:1,-0.1746,0.7178,-0.3794,0.83
06:33:56:1,-0.1746,0.7178,-0.3794,0.83
06:33:56:1,-0.1746,0.7198,-0.3794,0.83
06:33:56:1,-0.1746,0.7198,-0.3794,0.83
06:33:56:1,-0.1746,0.7198,-0.3794,0.83
06:33:56:1,-0.1746,0.7218,-0.3794,0.83
06:33:56:1,-0.1746,0.7198,-0.3814,0.83
06:33:56:2,-0.1746,0.7218,-0.3814,0.83
06:33:56:2,-0.1746,0.7218,-0.3794,0.83
06:33:56:2,-0.1746,0.7218,-0.3794,0.83
06:33:56:2,-0.1746,0.7218,-0.3774,0.83
06:33:56:2,-0.1746,0.7198,-0.3794,0.83
06:33:56:2,-0.1746,0.7198,-0.3794,0.83
06:33:56:2,-0.1746,0.7198,-0.3774,0.83
06:33:56:2,-0.1746,0.7198,-0.3714,0.83
06:33:56:2,-0.1746,0.7218,-0.3754,0.83
06:33:56:2,-0.1746,0.7218,-0.3774,0.83
06:33:56:2,-0.1746,0.7218,-0.3774,0.83
06:33:56:2,-0.1746,0.7218,-0.3774,0.83
06:33:56:2,-0.1746,0.7218,-0.3794,0.83
06:33:56:2,-0.1726,0.7218,-0.3774,0.83
06:33:56:2,-0.1726,0.7218,-0.3794,0.83
06:33:56:2,-0.1726,0.7198,-0.3794,0.83
06:33:56:2,-0.1726,0.7178,-0.3794,0.83
06:33:56:2,-0.1726,0.7178,-0.3794,0.83
06:33:56:2,-0.1726,0.7178,-0.3814,0.83
06:33:56:2,-0.1746,0.7158,-0.3834,0.83
06:33:56:2,-0.1746,0.7178,-0.3814,0.83
06:33:56:2,-0.1746,0.7158,-0.3834,0.83
06:33:56:3,-0.1726,0.7158,-0.3854,0.83
06:33:56:3,-0.1726,0.7158,-0.3874,0.83
06:33:56:3,-0.1726,0.7178,-0.3854,0.83
06:33:56:3,-0.1726,0.7178,-0.3854,0.83
06:33:56:3,-0.1726,0.7178,-0.3854,0.83
06:33:56:3,-0.1726,0.7158,-0.3854,0.83
06:33:56:3,-0.1726,0.7158,-0.3874,0.83
06:33:56:3,-0.1726,0.7158,-0.3894,0.83
06:33:56:3,-0.1726,0.7138,-0.3894,0.83
06:33:56:3,-0.1726,0.7118,-0.3914,0.83
06:33:56:3,-0.1726,0.7078,-0.3894,0.83
06:33:56:3,-0.1706,0.7058,-0.3914,0.82
06:33:56:3,-0.1726,0.7058,-0.3934,0.83
06:33:56:3,-0.1706,0.7038,-0.3914,0.82
06:33:56:3,-0.1706,0.7018,-0.3914,0.82
06:33:56:3,-0.1706,0.7018,-0.3914,0.82
06:33:56:3,-0.1706,0.7038,-0.3914,0.82
06:33:56:3,-0.1706,0.7038,-0.3914,0.82
06:33:56:3,-0.1726,0.7038,-0.3894,0.82
06:33:56:3,-0.1726,0.7018,-0.3914,0.82
06:33:56:4,-0.1706,0.7018,-0.3894,0.82
06:33:56:4,-0.1726,0.7038,-0.3894,0.82
06:33:56:4,-0.1726,0.7038,-0.3894,0.82
06:33:56:4,-0.1686,0.7038,-0.3894,0.82
06:33:56:4,-0.1686,0.7038,-0.3894,0.82
06:33:56:4,-0.1686,0.7038,-0.3894,0.82
06:33:56:4,-0.1666,0.7058,-0.3894,0.82
06:33:56:4,-0.1646,0.7038,-0.3874,0.82
06:33:56:4,-0.1646,0.7058,-0.3874,0.82
06:33:56:4,-0.1646,0.7058,-0.3874,0.82
06:33:56:4,-0.1646,0.7058,-0.3874,0.82
06:33:56:4,-0.1666,0.7058,-0.3894,0.82
06:33:56:4,-0.1666,0.7038,-0.3894,0.82
06:33:56:4,-0.1686,0.7058,-0.3894,0.82
06:33:56:4,-0.1686,0.7078,-0.3894,0.83
06:33:56:4,-0.1706,0.7098,-0.3894,0.83
06:33:56:4,-0.1686,0.7098,-0.3914,0.83
06:33:56:4,-0.1666,0.7118,-0.3914,0.83
06:33:56:4,-0.1666,0.7118,-0.3914,0.83
06:33:56:4,-0.1666,0.7138,-0.3894,0.83
06:33:56:5,-0.1666,0.7178,-0.3894,0.83
06:33:56:5,-0.1666,0.7198,-0.3894,0.84
06:33:56:5,-0.1646,0.7198,-0.3894,0.83
06:33:56:5,-0.1646,0.7238,-0.3874,0.84
06:33:56:5,-0.1666,0.7258,-0.3874,0.84
06:33:56:5,-0.1666,0.7238,-0.3874,0.84
06:33:56:5,-0.1666,0.7278,-0.3874,0.84
06:33:56:5,-0.1666,0.7298,-0.3874,0.84
06:33:56:5,-0.1666,0.7278,-0.3894,0.84
06:33:56:5,-0.1666,0.7278,-0.3874,0.84
06:33:56:5,-0.1686,0.7318,-0.3874,0.84
06:33:56:5,-0.1686,0.7298,-0.3874,0.84
06:33:56:5,-0.1686,0.7298,-0.3874,0.84
06:33:56:5,-0.1686,0.7338,-0.3854,0.85
06:33:56:5,-0.1686,0.7318,-0.3834,0.84
06:33:56:5,-0.1686,0.7318,-0.3834,0.84
06:33:56:5,-0.1686,0.7358,-0.3814,0.85
06:33:56:5,-0.1686,0.7338,-0.3814,0.84
06:33:56:5,-0.1666,0.7318,-0.3814,0.84
06:33:56:5,-0.1666,0.7338,-0.3814,0.84
06:33:56:6,-0.1646,0.7318,-0.3814,0.84
06:33:56:6,-0.1646,0.7298,-0.3814,0.84
06:33:56:6,-0.1646,0.7298,-0.3834,0.84
06:33:56:6,-0.1626,0.7298,-0.3834,0.84
06:33:56:6,-0.1626,0.7278,-0.3834,0.84
06:33:56:6,-0.1626,0.7298,-0.3834,0.84
06:33:56:6,-0.1646,0.7318,-0.3834,0.84
06:33:56:6,-0.1626,0.7298,-0.3834,0.84
06:33:56:6,-0.1646,0.7318,-0.3814,0.84
06:33:56:6,-0.1646,0.7298,-0.3834,0.84
06:33:56:6,-0.1646,0.7298,-0.3814,0.84
06:33:56:6,-0.1646,0.7318,-0.3814,0.84
06:33:56:6,-0.1646,0.7298,-0.3834,0.84
06:33:56:6,-0.1646,0.7298,-0.3814,0.84
06:33:56:6,-0.1646,0.7298,-0.3834,0.84
06:33:56:6,-0.1646,0.7298,-0.3834,0.84
06:33:56:6,-0.1646,0.7298,-0.3834,0.84
06:33:56:6,-0.1646,0.7298,-0.3834,0.84
06:33:56:6,-0.1626,0.7298,-0.3834,0.84
06:33:56:6,-0.1626,0.7298,-0.3854,0.84
06:33:56:7,-0.1606,0.7298,-0.3854,0.84
06:33:56:7,-0.1586,0.7298,-0.3854,0.84
06:33:56:7,-0.1586,0.7298,-0.3854,0.84
06:33:56:7,-0.1586,0.7298,-0.3854,0.84
06:33:56:7,-0.1586,0.7278,-0.3874,0.84
06:33:56:7,-0.1586,0.7278,-0.3874,0.84
06:33:56:7,-0.1566,0.7278,-0.3874,0.84
06:33:56:7,-0.1546,0.7278,-0.3874,0.84
06:33:56:7,-0.1546,0.7258,-0.3874,0.84
06:33:56:7,-0.1526,0.7218,-0.3914,0.84
06:33:56:7,-0.1506,0.7238,-0.3894,0.84
06:33:56:7,-0.1486,0.7218,-0.3914,0.83
06:33:56:7,-0.1466,0.7218,-0.3934,0.83
06:33:56:7,-0.1446,0.7218,-0.3914,0.83
06:33:56:7,-0.1446,0.7218,-0.3914,0.83
06:33:56:7,-0.1466,0.7218,-0.3914,0.83
06:33:56:7,-0.1466,0.7238,-0.3894,0.83
06:33:56:7,-0.1466,0.7238,-0.3894,0.83
06:33:56:7,-0.1466,0.7238,-0.3894,0.83
06:33:56:8,-0.1466,0.7238,-0.3894,0.83
06:33:56:8,-0.1446,0.7238,-0.3894,0.83
06:33:56:8,-0.1466,0.7258,-0.3894,0.84
06:33:56:8,-0.1466,0.7258,-0.3894,0.84
06:33:56:8,-0.1446,0.7258,-0.3894,0.84
06:33:56:8,-0.1426,0.7258,-0.3894,0.84
06:33:56:8,-0.1285,0.7238,-0.3894,0.83
06:33:56:8,-0.1346,0.7258,-0.3914,0.84
06:33:56:8,-0.1346,0.7258,-0.3914,0.84
06:33:56:8,-0.1326,0.7258,-0.3934,0.84
06:33:56:8,-0.1346,0.7258,-0.3914,0.84
06:33:56:8,-0.1326,0.7258,-0.3934,0.84
06:33:56:8,-0.1346,0.7238,-0.3914,0.83
